"syscode"|"inhoud"|"jaar"|"author"
"954"|"Local elections in Belgium: between nationalization and localism, in L. Lopez Nieto (ed),<span style=\"font-style: italic;\"> Local elections in Europe</span>, Institut de Ciencies Politques i Socials, Barcelona, p. 43-58"|"1994"|"DESCHOUWER, Kris"
"955"|"The internal dynamics and external effectiveness of local party sections in Bel-gium, in K. Lawson (ed), <span style=\"font-style: italic;\">How political parties work. Perspectives from within</span>, Praeger, West-port/London, p. 179-198"|"1994"|"DESCHOUWER, Kris"
"956"|"Hoe negatief kan vrijheid zijn? Ongeloof, vrijzinnigheid en populistische ontvoogding, in M. Swyngedouw, J. Billiet, A. Carton &amp; R. Beerten (red) <span style=\"font-style: italic;\">Kiezen is verliezen. Onderzoek naar de politieke opvattingen van Vlamingen,</span> Acco, Leuven, p. 27-40"|"1993"|"DESCHOUWER, Kris , ELCHARDUS, Marc, PELLERIAUX, Koen & STOUTHUYSEN, Patrick"
"957"|"De Vlaming, zijn auto en het milieu, <span style=\"font-style: italic;\">Tijdschrift voor Sociologie</span>, nr. 4, p. 493-515"|"1993"|"DESCHOUWER, Kris, BERLOZNIK, Robby, LENAERS, Guido & MARIETTE, Dominique"
"958"|"Inleiding: een samenlevingsmodel in de knoop, <span style=\"font-style: italic;\">Tijdschrift voor Sociologie </span>(special issue Mobiliteit en Milieu), nr. 4, 419-429"|"1993"|"DESCHOUWER, Kris"
"959"|"Politieke participatie van partijmilitanten<span style=\"font-style: italic;\">, Res Publica</span>, p. 213-219"|"1993"|"DESCHOUWER, Kris & OPSOMER, Marina"
"960"|"Verzuilen om te integreren? Kanttekeningen bij een gedachtenexperiment, in F. Demeyere (red), <span style=\"font-style: italic;\">Over pluralisme en democratie. Verzuiling en integratie in een multiculturele samenleving</span>, VUB-Press, p. 51-68"|"1993"|"DESCHOUWER, Kris & STOUTHUYSEN, Patrick"
"50"|"<a href=\"http://poli.vub.ac.be/publi/orderbooks/europeanization_and_conflict_resolution_r.html\"><span style=\"font-style: italic;\">Yevropeizatsiya i razreshenie konfliktov: konkretnie issledovaniya yevropeiskoi periferii</span></a>, Moscow, Ves Mir"|"2005"|"COPPIETERS, Bruno, EMERSON, Michael, HUYSSEUNE, Michel, KOVZIRIDZE, Tamara, NOUTCHEVA, Gergana, TOCCI, Nathalie & VAHL, Marius"
"51"|"<a href=\"http://www.ecmi.de/publications/detail/issue-12004-61/\">Europeanization and Conflict Resolution: Case Studies
from the European Periphery</a>, published in 2004 as a special issue of the
<span style=\"font-style: italic;\">Journal on Ethnopolitics and Minority Issues in Europe</span>, 1/2004&nbsp;
(Also published as a book by Academia Press, Gent, 2004) "|"2004"|"COPPIETERS, Bruno, EMERSON, Michael, HUYSSEUNE, Michel, KOVZIRIDZE, Tamara, NOUTCHEVA, Gergana, TOCCI, Nathalie & VAHL, Marius"
"186"|"‘Cotonou Confusion: Amending Aid or Expanding Foreign Policy?’, <span style=\"font-style: italic;\">The Federalist : Papers for Federalists in Europe and the World</span>, Year XVIII, Number 3, November 2005, p. 15-18."|"2005"|"HADFIELD, Amelia"
"187"|"<span style=\"font-style: italic;\">International History, International Relations</span>, Taylor and Francis    "|"2010"|"HADFIELD, Amelia, WILLIAMS, Andy & ROFE, Simon"
"52"|"<a href=\"http://www.academiapress.be/reeks/wetenschap-en-maatschappij/europeanisering-en-conflictoplossing.html\"><span style=\"font-style: italic;\">Europeanisering en Conflictoplossing. Case-studies uit de Europese periferie</span></a>, Academia Press, Gent, 2004

 "|"2004"|"COPPIETERS, Bruno, EMERSON, Michael, HUYSSEUNE, Michel, KOVZIRIDZE, Tamara, NOUTCHEVA, Gergana, TOCCI, Nathalie & VAHL, Marius"
"53"|"<a href=\"http:///ukcatalogue.oup.com/product/9780199258710.do\"><span style=\"font-style: italic;\">Contextualizing Secession: Normative Studies in Comparative Perspective</span></a>, Oxford, Oxford University Press "|"2003"|"COPPIETERS, Bruno & SAKWA, Richard (eds)"
"976"|"<a href=\"http://poli.vub.ac.be/publi/statehood/statehood_russian.pdf\"><span style=\"font-style: italic;\"> <span class=\" pdf\">Gosudarstvennost i bezopasnost: Gruziya posle revolyutsii roz</span></span></a>, Moscow, Interdialekt+"|"2005"|"COPPIETERS, Bruno & LEGVOLD, Robert (eds)"
"1059"|"‘Voorbij de tegenstelling tussen vrouwenrechten en cultuur. Pleidooi voor een cultuursensitieve benadering van eergerelateerd geweld’, <span style=\"font-style: italic;\">Tijdschrift voor Genderstudies</span>, 14, (1),&nbsp; pp. 7-19"|"2011"|"S. WITHAECKX & COENE, Gily"
"977"|"<a href=\"http://poli.vub.ac.be/publi/orderbooks/federal/introduction.html\">Introduction</a>, in Bruno Coppieters, David Darchiashvili and Natella Akaba  (eds), <a href=\"http://poli.vub.ac.be/publi/orderbooks/federal_practice2.html#order\">Federal practice. Exploring alternatives for Georgia and Abkhazia</a>, Brussels: VUB Press, p. 7-18"|"2000"|"COPPIETERS, Bruno"
"978"|"<a href=\"http://poli.vub.ac.be/publi/orderbooks/federal/11jans.pdf\">Personal Federalism: a Solution to Ethno-National Conflicts? What It Has Meant in Brussels and What It Could Mean in Abkhazia</a>, in Bruno Coppieters, David Darchiashvili and Natella Akaba  (eds), <a href=\"poli.vub.ac.be/publi/orderbooks/federal_practice2.html#order\">Federal practice. Exploring alternatives for Georgia and Abkhazia</a>, Brussels: VUB Press, p215-229<br>"|"2000"|"JANS, Maarten Theo"
"979"|"<a href=\"http://poli.vub.ac.be/publi/orderbooks/federal/08song.pdf\">Confederalism. A review of the literature</a>, in Bruno Coppieters, David Darchiashvili and Natella Akaba (eds), <a href=\"http://poli.vub.ac.be/publi/orderbooks/federal_practice2.html#order\"><span style=\"font-style: italic;\">Federal practice. Exploring alternatives for Georgia and Abkhazia</span></a>, Brussels: VUB Press, p. 181-193"|"2000"|"SONG, Xiaokun"
"980"|"<a href=\"http://poli.vub.ac.be/publi/ContBorders/eng/\">Conclusions : The Caucasus as a Security Complex</a>, in Bruno Coppieters (ed), <a href=\"http://poli.vub.ac.be/publi/ContBorders/eng/\"><span style=\"font-style: italic;\">Contested borders in the Caucasus</span></a>, Brussels: VUB Press"|"1996"|"COPPIETERS, Bruno"
"981"|"Die Reform des EU-Budgets zwischen Modernisierung und Pfadabhängigkeit, <span style=\"font-style: italic;\">SWP Zeitschriftenschau/ ZS </span>03, SWP Berlin, February 2009"|"2009"|"BECKER, Peter & PRIMOVA, Radostina
"
"1060"|"‘“Mama and papa nothing”: living with infertility among an urban population in Kigali, Rwanda, <span style=\"font-style: italic;\">Human Reproduction</span>"|"2011"|"N. DHONT,  J. VAN DE WIJGERT, COENE, Gily, A. GASARABWE, M TEMMERMAN"
"1061"|"‘Gendering the diversification of Diversity: The Belgian Hijab (in) Question’, <span style=\"font-style: italic;\">Ethnicities, Special Issue: The Rights of Women and the Crisis of Multiculturalism</span> (eds. S. Saharso &amp; A. Phillips), 8, (3), pp. 302-321"|"2008"|"COENE, Gily & C. LONGMAN "
"1062"|"‘Etre féministe, ce n’est pas d’exclure! Le pragmatisme féministe dans le débat du multiculturalisme en Flandre’, <span style=\"font-style: italic;\">Revue Européenne des Migrations Internationales</span>, vol. 23 (2), 2007, pp. 79-105"|"2007"|"COENE, Gily"
"1063"|"Voorbij de stigmatisering van de allochtone vrouw in een actief pluralistisch Vlaanderen, <span style=\"font-style: italic;\">Tijdschrift voor Migrantenstudies</span>, (4), 2006, pp. 179-189"|"2006"|"COENE, Gily & C. LONGMAN"
"1064"|"Gendergebonden vervolging tussen recht en retoriek’, <span style=\"font-style: italic;\">Vlaams Marxistisch Tijdschrift</span>, maart 2006, pp. 10-16"|"2006"|"COENE, Gily"
"1065"|"‘Vrouwen komen er (steeds) moeilijk(er) in? Gendergebonden vervolging tussen recht en retoriek’, <span style=\"font-style: italic;\">Tijdschrift voor Mensenrechten</span>, pp. 11-14"|"2005"|"COENE, Gily"
"1066"|"‘Gender en multicultureel burgerschap: over de rechten, representatie en emancipatie van vrouwen in een multiculturele samenleving’, <span style=\"font-style: italic;\">Ethiek en Maatschappij</span> , pp. 3-25"|"2004"|"COENE, Gily, & C. LONGMAN"
"1067"|"‘Zoeken naar evenwicht tussen feminisme en multiculturalisme volgens het Steunpunt Allochtone Meisjes en Vrouwen: een interview met Judith Perneel en Nadia Babazia’, <span style=\"font-style: italic;\">Ethiek en Maatschappij</span>, (4), pp. 130-139"|"2004"|"COENE, Gily, & C. LONGMAN"
"1068"|"‘Slachtoffer tegen wil en dank? Over oude koeien en verdronken kalveren in het actuele debat over de internationale vrouwenhandel: een analyse van divergerende feministische perspectieven’, <span style=\"font-style: italic;\">Ethiek en Maatschappij</span>, (2), pp. 3-52"|"2001"|"COENE, Gily"
"1069"|"‘De bestrijding van de mensensmokkel. Vluchten kan niet meer?’, <span style=\"font-style: italic;\">Vlaams Marxistisch Tijdschrift</span>, nr.4, jaargang 35, (4), pp. 41-50"|"2001"|"COENE, Gily"
"1070"|"‘Van zelf- naar zorgbeschikking? Keerzijden van het autonomieverhaal’, <span style=\"font-style: italic;\">Vlaams Tijdschrift voor Orthopedagogiek</span>, (4), 2001"|"2001"|"COENE, Gily"
"1071"|"‘Ethische dimensie van het asielvraagstuk. Democratie en universaliteit’, <span style=\"font-style: italic;\">Tijdschrift voor Sociale Wetenschappen</span>, (3), pp. 249-269"|"1997"|"COENE, Gily"
"1072"|"‘The Challenges of Multiculturalism. Educational Dilemmas for Humanists in Flanders’, In: W. Veugeleers (ed.),<span style=\"font-style: italic;\"> Education and Humanism. Linking Autonomy and Humanity</span>, SensePublishers"|"2011"|"COENE, Gily"
"1073"|"‘From Justice to Humanity? The Ethics of Regularisation Policies’. In: Christien van den Anker and Ilse van Liempt (eds.),<span style=\"font-style: italic;\"> Human rights and migration: the wider context of trafficking for forced labour</span>, Palgrave"|"2011"|"COENE, Gily"
"1074"|"‘Introduction. Les paradoxes du débat sur le féminisme et le multiculturalisme’, G. Coene &amp; C. Longman (dir.) <span style=\"font-style: italic;\">Féminisme ou multiculturalisme. Les paradoxes du débat</span>, Peter Lang, pp. 11-32"|"2010"|"COENE, Gily & C. LONGMAN"
"1075"|"‘De kunst buiten het zelf te treden. Naar een spiritueel atheïsme’, in: G. Coene (red.) <span style=\"font-style: italic;\">De kunst buiten het zelf te treden. Naar een spiritueel atheïsme</span>,&nbsp; VUB Press, Brussel, 2008, pp. 7-32"|"2008"|"COENE, Gily"
"1076"|"‘Gerechtvaardigde gezondheidszorgen? Migratie, gezondheid en mensenrechten’ In: M. Santens (red.) <span style=\"font-style: italic;\">Een rechtvaardige gezondheidszorg, Tegenspraak Cahier</span>, die Keure, Brugge, pp. 157-174"|"2008"|"COENE, Gily"
"1077"|"‘Sociale grondrechten als voorwaarde voor een gelijke handelingsvrijheid’, <span style=\"font-style: italic;\">Wel</span>z<span style=\"font-style: italic;\">ijnsgids, Gezondheidszorg – Welzijnszorg</span>, Kluwer"|"2008"|"COENE, Gily & K. RAES"
"1078"|"‘Asylum seekers’, in T. FITZPATRICK e.a., <span style=\"font-style: italic;\">International Encyclopaedia of Social Policy</span>, Routledge, London"|"2006"|"COENE, Gily"
"1079"|"&nbsp;‘Mensensmokkel en mensenhandel’, Blommaert J. &amp; Commers R. (red.), <span style=\"font-style: italic;\">Het Belgische asielbeleid. Kritische perspectieven</span>, EPO/11.11.11, pp. 73-102"|"2001"|"COENE, Gily"
"1080"|"‘Asiel en Illegale migratie’, Blommaert J. &amp; Commers R. (red.), <span style=\"font-style: italic;\">Het Belgische asielbeleid. Kritische perspectieven,</span> EPO/11.11.11, pp. 34-72"|"2001"|"COENE, Gily"
"1081"|"‘Prostitutie als bijzondere ethische problematiek. Enkele feministische kanttekeningen.’ In: W. Van Rooy, e.a., <span style=\"font-style: italic;\">De eigenzinnigheid van prostitutie als ethische problematiek</span>, Cahier 1, Unesco Centrum Vlaanderen, pp. 31-46"|"2002"|"COENE, Gily"
"1082"|"‘Een vreemde eend in de buik. Draagmoeders of baarvrouwen? De ethiek van het gewilde, niet-uteriene ouderschap.’ In: W. Debeuckelaere, J. Meeuwsen &amp; H. Willekens (red.), <span style=\"font-style: italic;\">Met Rede Ontleed, de Rede Ontkleed. Opstellen aangeboden aan Fons Heyvaert</span>, Mys &amp; Breesch, Gent, pp. 125-155"|"2002"|"COENE, Gily & K. RAES"
"1083"|"‘Als schijn bedriegt? Culturele, juridische en politieke normativiteit inzake migratiehuwelijken’, In: F. Caestecker (ed.), <span style=\"font-style: italic;\">Huwelijksmigratie: een zaak voor de overheid?</span> Reeks Minderheden in de Samenleving, Acco, pp. 61-82"|"2005"|"COENE, Gily"
"1084"|"‘Eergerelateerd geweld en/of met culturele argumenten gelegitimeerd geweld: context, discours en beleid.’ <span style=\"font-style: italic;\">Verslagboek Conferentie eergerelateerd geweld</span>, Brussel"|"2006"|"COENE, Gily"
"1085"|"‘Rechten, Representatie en emancipatie van vrouwen in een multiculturele samenleving’, in: - (red.), <span style=\"font-style: italic;\">Eigen emancipatie eerst? Over de rechten en representatie van vrouwen in de multiculturele samenleving</span>, Academia Press, Gent, pp. 1-27"|"2005"|"COENE, Gily & C. LONGMAN"
"1086"|"‘Zoeken naar een evenwicht tussen feminisme en multiculturalisme volgens het Steunpunt Allochtone Meisjes en Vrouwen’, in: - (red.), <span style=\"font-style: italic;\">Eigen emancipatie eerst? Over de rechten en representatie van vrouwen in de multiculturele samenleving</span>, Academia Press, Gent, pp. 29-54"|"2005"|"COENE, Gily & C. LONGMAN"
"1087"|"‘Vrouwen slaan hun vleugels uit? Inleiding op het thema gender en migratie.’ In: M. De Moor &amp; G. Reymenants (eds.) <span style=\"font-style: italic;\">Verslagen Lezingen Centrum voor Genderstudies</span>, Universiteit Gent, pp. 87-123"|"2005"|"COENE, Gily"
"1088"|"‘The Descriptive and Substantive Representation of Women: New Directions’, <span style=\"font-style: italic;\">Parliamentary Affairs. A Journal of Representative Politics,</span> 61 (3), 419-425"|"2008"|"CELIS, Karen & CHILDS, S."
"1089"|"Gelijke kansen in België: een verkenning van de invloed van de federale beleidsstructuur, <span style=\"font-style: italic;\">Burger, Bestuur en Beleid,</span> 2007, 89-100"|"2007"|"CELIS, Karen & MEIER, Petra"
"1090"|"Substantive Representation of Women and the Impact of Descriptive Representation. Case: the Belgian Lower House 1900-1979, <span style=\"font-style: italic;\">Journal of Women, Politics and Policy</span>, 28 (2), 85-114"|"2006"|"CELIS, Karen"
"1091"|"In het belang van vrouwen. Vertegenwoordigers (m/v) en de constructie van de vertegenwoordigde (v), <span style=\"font-style: italic;\">Res Publica</span>, 46 (4), 486-511"|"2004"|"CELIS, Karen"
"1092"|"Vrouwen Vertegenwoordigd. De vertegenwoordiging van vrouwen in de Kamer van Volksvertegenwoordigers tijdens de jaren zestig en zeventig, <span style=\"font-style: italic;\">Tijdschift voor Sociologie</span>, 2003 (2-3), 209-235"|"2003"|"CELIS, Karen"
"1093"|"Vertegenwoordiging in vrouwelijk meervoud. Behartiging van vrouwenbelangen en ‘vrouwelijke’ vertegenwoordiging in het Vlaams Parlement, 1995-1999, <span style=\"font-style: italic;\">Res Publica</span>, 43 (4), 571-594"|"2001"|"CELIS, Karen"
"1094"|"Abortus in België. 1880-1940, <span style=\"font-style: italic;\">Belgisch Tijdschrift voor Nieuwste Geschiedenis</span>, 1996 (3-4), 201-240"|"1996"|"CELIS, Karen"
"1095"|"<span style=\"font-style: italic;\">De macht van het Geslacht. Gender, politiek en beleid in België</span>, Louvain: Acco, pp. 222"|"2006"|"CELIS, Karen & MEIER, Petra"
"1096"|"<span style=\"font-style: italic;\">Het Vlaams Parlement, Nieuwe Politieke Cultuur en het potentieel voor de valorisatie van het maatschappelijk kapitaal van vrouwen in de politieke besluitvorming</span>. Wetenschappelijke monografie 5. Brussels: Ministerie van de Vlaamse Gemeenschap, pp. 69"|"2001"|"CELIS, Karen & WOODWARD, Alison"
"1097"|"<span style=\"font-style: italic;\">Vrouwen en Oorlog. 16de - 20ste Eeuw</span>. Brussels: Algemeen Rijksarchief, pp 102"|"1997"|"CELIS, Karen & GODFROID, A."
"1098"|"<span style=\"font-style: italic;\">The Oxford Handbook on Gender and Politics</span>. Oxford: Oxford University Press"|"2012"|"WAYLEN Georgina, CELIS Karen, KANTOLA Johanna and WELDON Laurel (eds.)"
"1099"|"<span style=\"font-style: italic;\">Gezien, Gehoord, Vertegenwoordigd? Diversiteit in de Belgische politiek.</span> Gent: Academia Press, pp. 283"|"2010"|"CELIS, Karen, MEIER, P. & Wauters, Bram (eds"
"1100"|"Representation. Journal of Representative Democracy. Special issue ‘<span style=\"font-style: italic;\">The substantive representation of women’</span> 44 (2)"|"2008"|"CELIS, Karen & CHILDS, Sarah"
"1101"|"&nbsp;Parliamentary Affairs. A Journal of Representative Politics. Special issue ‘<span style=\"font-style: italic;\">The substantive representation of women’</span> 61 (3)"|"2008"|"CELIS, Karen & CHILDS, Sarah (eds)"
"1102"|"<span style=\"font-style: italic;\">Vrouwen vertegenwoordigd, Wetstraat gekraakt? Representativiteit feministisch bekeken</span>. Tweespraak Vrouwenstudies 4. Brussels: VUBPress, pp. 159"|"2004"|"MEIER, Petra & CELIS, Karen (eds)"
"1103"|"<span style=\"font-style: italic;\">Gegendered onderwijs</span>. Tweespraak Vrouwenstudies 2. Brussels: VUBPress"|"2003"|"CELIS, Karen en DE METSENAERE, Machteld (red)"
"1104"|"<span style=\"font-style: italic;\">Voorbij de kritische massa. Een verruimde blik op gender en vertegenwoordiging</span>. Verslagen van het Centrum voor Genderstudies Nr. 19. Ghent: Universiteit Gent"|"2010"|"CELIS, Karen"
